Bit#|Name                  |??|?|MaxValue|NewGame |Chapter2|Chapter3|Chapter4|Chapter5|EndGame |Note
0EBB|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0EBC|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0EBD|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0EBE|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0EBF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0EC0|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0EC1|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0EC2|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0EC3|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0ECA|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0ECB|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0EDE|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0EE0|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0EE1|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0EE2|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0EE3|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0EE4|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0EE5|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0EE6|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0EE7|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0EE9|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0EEE|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0EEF|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0EF2|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0EF4|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0EF5|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0EF7|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0EFF|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0F00|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0F02|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0F03|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0F06|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0F0C|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0F0D|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0F10|MapBits               |00|0|       1|       0|       1|       1|       1|       1|       1|
0F11|                      |00|0|       1|       0|       0|       0|       0|       1|       1|
0F12|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0F13|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0F14|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0F15|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0F16|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0F17|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0F18|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0F19|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0F1A|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0F1B|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0F1C|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0F1F|                      |00|0|       1|       0|       0|       0|       1|       1|       1|
0F21|                      |00|0|       1|       0|       1|       1|       1|       1|       1|
0F22|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0F23|                      |00|0|       1|       0|       0|       0|       0|       0|       0|
0F24|                      |00|0|       1|       0|       1|       1|       1|       1|       0|
0F25|                      |00|0|       1|       0|       1|       1|       1|       1|       0|
0F26|                      |00|0|       1|       0|       0|       1|       1|       1|       1|
0F27|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
0F28|                      |00|0|       1|       0|       0|       0|       0|       0|       1|
